Gene_symbol	Gene_Name	Synonyms	Human_entrez	Mouse_entrez	Rat_entrez
PRAMEF19	"PRAME family member 19"	OTTHUMG00000007919	645414	77632	691157
PRAMEF2	"PRAME family member 2"	FLJ43580	65122	77632	691157
PRAMEF20	"PRAME family member 20"	"OTTHUMG00000007911 OTTHUMT00000008157"	645425	77632	691157
PRAMEF22	"PRAME family member 22"	PRAMEF3L	653606	77632	691157
PRAMEF25	"PRAME family member 25"	-	441873	77632	691157
PRAMEF27	"PRAME family member 27"	-	101929983	77632	691157
PRAMEF33	"PRAME family member 33"	-	645382	77632	691157
PRAMEF4	"PRAME family member 4"	RP5-845O24.6	400735	77632	691157
PRAMEF5	"PRAME family member 5"	PRAMEF5L	343068	77632	691157
PRAMEF6	"PRAME family member 6"	-	440561	77632	691157
PRAMEF7	"PRAME family member 7"	-	441871	77632	691157
PRAMEF8	"PRAME family member 8"	-	391002	77632	691157
PRAMEF9	-	-	343070	77632	691157
PRAP1	"Proline-rich acidic protein 1 "	UPA	118471		
PRB3	"Basic salivary proline-rich protein 3 "	PRG	5544		
PRB4	"Basic salivary proline-rich protein 4 "	-	5545		
PRDM1	"PR domain zinc finger protein 1 "	PRDI-BF1	639	12142	309871
PRDM10	"PR domain zinc finger protein 10 "	"KIAA1231 PFM7 MGC131802"	56980	382066	500964
PRDM11	"PR domain-containing protein 11 "	PFM8	56981	100042784	690358
PRDM12	"PR domain zinc finger protein 12 "	PFM9	59335	381359	688699
PRDM13	"PR domain zinc finger protein 13 "	PFM10	59336	230025	689695
PRDM14	"PR domain zinc finger protein 14 "	-	63978	383491	100365184
PRDM15	"PR domain zinc finger protein 15 "	-	63977	114604	304054
PRDM16	"Histone-lysine N-methyltransferase PRDM16 "	"MEL1 PFM13 KIAA1675 MGC166915 KMT8F"	63976	70673	100366024
PRDM2	"PR domain zinc finger protein 2 "	"RIZ RIZ1 RIZ2 KMT8 MTB-ZF HUMHOXY1 KMT8A"	7799	110593	313678
PRDM4	"PR domain zinc finger protein 4 "	PFM1	11108	72843	170820
PRDM5	"PR domain zinc finger protein 5 "	PFM2	11107	70779	689788
PRDM6	"Putative histone-lysine N-methyltransferase PRDM6 "	"PRISM KMT8C"	93166	225518	307305
PRDM7	"Histone-lysine N-methyltransferase PRDM7 "	ZNF910	11105		
PRDM8	"PR domain zinc finger protein 8 "	KMT8D	56978	77630	305198
PRDM9	"Histone-lysine N-methyltransferase PRDM9 "	"PFM6 ZNF899 KMT8B Meisetz"	56979	213389	365155
PRDX5	"Peroxiredoxin-5, mitochondrial "	"ACR1 AOEB166 MGC142285 PRXV PMP20 B166 PRDX6 PLP SBBI10 MGC117264 MGC142283"	25824	54683	113898
PREB	"Prolactin regulatory element-binding protein "	SEC12	10113	50907	58842
PREX2	"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein "	"DEP.2 FLJ12987 P-REX2 PPP1R129"	80243		
PRICKLE3	"Prickle planar cell polarity protein 3 "	-	4007		
PRKAA1	"5'-AMP-activated protein kinase catalytic subunit alpha-1 "	AMPKa1	5562	105787	65248
PRKAA2	"5'-AMP-activated protein kinase catalytic subunit alpha-2 "	"AMPK AMPKa2"	5563		
PRKCB	"Protein kinase C beta type "	PKC_	5579	18751	25023
PRKCI	"Protein kinase C iota type "	PKCI	5584	18759	84006
PRKCQ	"Protein kinase C theta type "	-	5588	18761	85420
PRKCZ	"Protein kinase C zeta type "	PKC2	5590	18762	25522
PRKD1	"Serine/threonine-protein kinase D1 "	"PKCM PKD PKC-mu"	5587	18760	85421
PRKD2	"Serine/threonine-protein kinase D2 "	"PKD2 HSPC187 DKFZP586E0820"	25865	101540	292658
PRKDC	"DNA-dependent protein kinase catalytic subunit "	"DNPK1 p350 DNAPK XRCC7 DNA-PKcs DNAPKc DNA-PKC p460"	5591	19090	360748
PRKN	"E3 ubiquitin-protein ligase parkin "	"PDJ AR-JP parkin"	5071	50873	56816
PRMT1	"Protein arginine N-methyltransferase 1 "	"HCP1 ANM1"	3276	381813	688502
PRMT2	"Protein arginine N-methyltransferase 2 "	MGC111373	3275	15468	499420
PRMT3	"Protein arginine N-methyltransferase 3 "	-	10196		
PRMT5	"Protein arginine N-methyltransferase 5 "	SKB1Hs	10419	27374	364382
PRMT6	"Protein arginine N-methyltransferase 6 "	FLJ10559	55170	99890	108348173
PRMT7	"Protein arginine N-methyltransferase 7 "	"FLJ10640 KIAA1933"	54496	214572	361402
PRMT8	"Protein arginine N-methyltransferase 8 "	-	56341	381813	688502
PRNP	"Major prion protein "	"CD230 PRP AltPrP"	5621	19122	24686
PROP1	"Homeobox protein prophet of Pit-1 "	-	5626	19127	266738
PROX1	"Prospero homeobox protein 1 "	-	5629	19130	305066
PROX2	"Prospero homeobox protein 2 "	FLJ36749	283571	73422	314319
PRPF6	"Pre-mRNA-processing factor 6 "	"TOM bB152O15.1 ANT-1 U5-102K Prp6 hPrp6 SNRNP102 RP60"	24148	68879	366276
PRR12	"Proline-rich protein 12"	-	57479		
PRR3	"Proline-rich protein 3 "	"CAT56 Em:AB014077.1 Em:AB023052.2"	80742		
PRRX1	"Paired mesoderm homeobox protein 1 "	PHOX1	5396	18933	266813
PRRX2	"Paired mesoderm homeobox protein 2 "	"PRX2 PMX2"	51450	20204	113931
PSEN1	"Presenilin-1 "	"FAD S182 PS1 PS-1 PSNL1"	5663	19164	29192
PSIP1	"PC4 and SFRS1-interacting protein "	"p52 LEDGF p75 DFS70"	11168	101739	313323
PSMA6	"Proteasome subunit alpha type-6 "	"IOTA PROS27 p27K MGC22756 MGC2333 MGC23846"	5687	26443	29673
PSMC1	"26S proteasome regulatory subunit 4 "	"S4 p56 RPT2"	5700	19179	
PSMC2	"26S proteasome regulatory subunit 7 "	"MSS1 S7 Nbla10058 RPT1"	5701	19181	25581
PSMC3	"26S proteasome regulatory subunit 6A "	"TBP1 TBP-1 RPT5"	5702	19182	29677
PSMC3IP	"Homologous-pairing protein 2 homolog "	"TBPIP GT198 HUMGT198A Hop2"	29893	19183	140938
PSMC4	"26S proteasome regulatory subunit 6B "	"TBP7 S6 MGC8570 MGC13687 MGC23214 TBP-7 RPT3"	5704	23996	117262
PSMC5	"26S proteasome regulatory subunit 8 "	"SUG1 p45/SUG TBP10 p45 S8 TRIP1 SUG-1 RPT6"	5705	19184	81827
PSMC6	"26S proteasome regulatory subunit 10B "	"p42 RPT5"	5706	67089	289990
PSMD10	"26S proteasome non-ATPase regulatory subunit 10 "	p28	5716	53380	116722
PSMD11	"26S proteasome non-ATPase regulatory subunit 11 "	"S9 p44.5 MGC3844 Rpn6"	5717		
PSMD12	"26S proteasome non-ATPase regulatory subunit 12 "	"p55 Rpn5"	5718		
PSMD9	"26S proteasome non-ATPase regulatory subunit 9 "	"p27 Rpn4"	5715	67151	161475
PSPC1	"Paraspeckle component 1 "	"PSP1 FLJ10955"	55269	66645	305910
PTEN	"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN "	"MMAC1 TEP1 PTEN1"	5728		
PTF1A	"Pancreas transcription factor 1 subunit alpha "	"PTF1-p48 bHLHa29 p48"	256297	19213	117034
PTOV1	"Prostate tumor-overexpressed gene 1 protein "	-	53635	84113	292888
PTPN14	"Tyrosine-protein phosphatase non-receptor type 14 "	"PEZ PTPD2"	5784	19250	305064
PTTG1	"Securin "	"PTTG HPTTG EAP1 securin ECRAR"	9232	30939	64193
PTTG1IP	"Pituitary tumor-transforming gene 1 protein-interacting protein "	"PBF PTTG1IP1"	754		
PUF60	Poly	"FIR SIAHBP1 RoBPI"	22827	67959	84401
PURA	"Transcriptional activator protein Pur-alpha "	"PURALPHA PUR1 PUR-ALPHA"	5813	19290	307498
PURB	"Transcriptional activator protein Pur-beta "	PURBETA	5814	19291	498407
PURG	"Purine-rich element-binding protein gamma "	"PURG-A PURG-B"	29942	75029	361162
Pus1	"Pseudouridylate synthase 1 homolog "	-		56361	304567
PXN	Paxillin	-	5829	19303	360820
PYCARD	"Apoptosis-associated speck-like protein containing a CARD "	"TMS-1 CARD5 ASC"	29108	66824	282817
PYGO1	"Pygopus homolog 1"	-	26108	72135	691857
PYGO2	"Pygopus homolog 2"	-	90780	68911	295251
PYHIN1	"Pyrin and HIN domain-containing protein 1 "	"IFIX MGC23885"	149628	226691	304988
RAD21	"Double-strand-break repair protein rad21 homolog "	"KIAA0078 hHR21 SCC1"	5885	19357	314949
RAD51	"DNA repair protein RAD51 homolog 1 "	"HsRad51 HsT16930 BRCC5 FANCR"	5888		
Rad54l2	"Helicase ARIP4 "	-		81000	363135
RAF1	"RAF proto-oncogene serine/threonine-protein kinase "	"Raf-1 c-Raf CRAF"	5894	110157	24703
RAG1	V	"RNF74 MGC43321"	5896	19373	84600
RAI1	"Retinoic acid-induced protein 1"	"DKFZP434A139 SMS KIAA1820 MGC12824"	10743	19377	303188
RALGAPA1	"Ral GTPase-activating protein subunit alpha-1 "	"GRIPE DKFZp667F074 KIAA0884 Tulip1 RalGAPalpha1"	253959	56784	56785
RALY	"RNA-binding protein Raly "	"P542 HNRPCL2"	22913	19383	296301
RAN	"GTP-binding nuclear protein Ran "	"ARA24 TC4 Gsp1"	5901	19384	84509
RAP2C	"Ras-related protein Rap-2c "	DKFZp313B211	57826	72065	302495
RAPGEF3	"Rap guanine nucleotide exchange factor 3 "	"cAMP-GEFI EPAC bcm910"	10411	223864	59326
RAPGEF4	"Rap guanine nucleotide exchange factor 4 "	"cAMP-GEFII CGEF2"	11069		
RAPGEF5	"Rap guanine nucleotide exchange factor 5 "	"KIAA0277 GFR MR-GEF"	9771		
RARA	"Retinoic acid receptor alpha "	"RAR NR1B1 RARalpha RAR-alpha"	5914	218772	24706
RARB	"Retinoic acid receptor beta "	"HAP NR1B2 RRB2 RARbeta RAR-beta"	5915	218772	24706
RARG	"Retinoic acid receptor gamma "	"RARC NR1B3 RARgamma RAR-gamma"	5916	19411	685072
RASD1	"Dexamethasone-induced Ras-related protein 1 "	"DEXRAS1 AGS1"	51655	19416	64455
RASSF7	"Ras association domain-containing protein 7 "	"HRC1 HRAS1 FAP88 CFAP88"	8045		
RAX	"Retinal homeobox protein Rx "	"RX RAX1"	30062	19434	114213
RAX2	"Retina and anterior neural fold homeobox protein 2 "	"MGC15631 ARMD6 CORD11"	84839		
RB1	"Retinoblastoma-associated protein "	"RB PPP1R130"	5925	19645	24708
RB1CC1	"RB1-inducible coiled-coil protein 1 "	"KIAA0203 Cc1 DRAGOU14 FIP200 ATG17 PPP1R131"	9821		
RBAK	"RB-associated KRAB zinc finger protein "	ZNF769	57786	57782	288489
RBBP4	"Histone-binding protein RBBP4 "	"RbAp48 NURF55 lin-53"	5928	245688	83712
RBBP5	"Retinoblastoma-binding protein 5 "	"RBQ3 SWD1"	5929	213464	304794
RBBP7	"Histone-binding protein RBBP7 "	RbAp46	5931	245688	83712
RBBP8	"DNA endonuclease RBBP8 "	"CtIP RIM COM1"	5932	225182	291787
RBBP9	"Serine hydrolase RBBP9 "	Bog	10741		
RBCK1	"RanBP-type and C3HC4-type zinc finger-containing protein 1 "	"RBCK2 XAP4 RNF54 ZRANB4 UBCE7IP3 HOIL1"	10616	24105	60383
RBFOX2	"RNA binding protein fox-1 homolog 2 "	"HNRBP2 FOX-2 HRNBP2"	23543	93686	362950
RBL1	"Retinoblastoma-like protein 1 "	"p107 cp107 PRB1"	5933	19650	680111
RBL2	"Retinoblastoma-like protein 2 "	"Rb2 p130"	5934	19650	680111
RBM10	"RNA-binding protein 10 "	"DXS8237E KIAA0122 GPATC9 ZRANB5 GPATCH9 S1-1"	8241	236732	64510
RBM14	"RNA-binding protein 14 "	"SIP SYTIP1 COAA DKFZp779J0927"	10432	56275	170900
RBM15	"RNA-binding protein 15 "	"OTT OTT1"	64783	229700	684233
RBM15B	"Putative RNA-binding protein 15B "	"HUMAGCGB OTT3"	29890	109095	315988
RBM20	"RNA-binding protein 20 "	-	282996		
RBM22	"Pre-mRNA-splicing factor RBM22 "	"FLJ10290 ZC3H16 fSAP47 Cwc2"	55696	66810	
RBM26	"RNA-binding protein 26 "	"PRO1777 SE70-2 FLJ20957 ZC3H17 ARRS2 PPP1R132"	64062		
RBM27	"RNA-binding protein 27 "	"KIAA1311 ARRS1 Psc1 ZC3H20"	54439		
RBM39	"RNA-binding protein 39 "	"CC1.3 HCC1 CAPER fSAP59 CAPERalpha"	9584	170791	100910882
RBM5	"RNA-binding protein 5 "	"LUCA15 LUCA-15 H37"	10181		
RBM6	"RNA-binding protein 6 "	"DEF-3 3G2 NY-LU-12 g16 DEF3"	10180		
RBMX	"RNA-binding motif protein, X chromosome "	"RNMX hnRNP-G HNRNPG"	27316	19656	302855
RBMXL1	"RNA binding motif protein, X-linked-like-1 "	KAT3	494115	19656	302855
RBPJ	"Recombining binding protein suppressor of hairless "	"SUH IGKJRB RBPJK KBF2 RBP-J CBF1"	3516	19664	679028
RBPJL	"Recombining binding protein suppressor of hairless-like protein "	"RBP-L SUH SUHL"	11317	19668	362268
RBPMS	"RNA-binding protein with multiple splicing "	HERMES	11030	19663	498642
RBSN	"Rabenosyn-5 "	-	64145		
RBX1	"E3 ubiquitin-protein ligase RBX1 "	"ROC1 RNF75 BA554C12.1"	9978	56438	300084
RC3H1	"Roquin-1 "	"KIAA2025 roquin RP5-1198E17.5 RNF198"	149041	381305	
RC3H2	"Roquin-2 "	"FLJ20301 FLJ20713 RNF164"	54542	319817	
RCBTB1	"RCC1 and BTB domain-containing protein 1 "	"FLJ10716 CLLD7 CLLL7"	55213		
RCOR1	"REST corepressor 1 "	"COREST KIAA0071"	23186	217864	102554884
RCOR2	"REST corepressor 2"	-	283248	104383	102552640
RCOR3	"REST corepressor 3"	FLJ10876	55758	214742	684192
RCVRN	"Recoverin "	-	5957		
RECQL5	"ATP-dependent DNA helicase Q5 "	"RecQ5 FLJ90603"	9400	170472	287834
REL	"Proto-oncogene c-Rel"	"I-Rel c-Rel HIVEN86A"	5966	19696	305584
RELA	"Transcription factor p65 "	p65	5970	19697	309165
RELB	"Transcription factor RelB "	REL-B	5971	19698	100360982
RELL2	"RELT-like protein 2"	FLJ90583	285613		
REPIN1	"Replication initiator 1 "	"RIP60 AP4 H_DJ0584D14.12 Zfp464"	29803	58887	445541
RERE	"Arginine-glutamic acid dipeptide repeats protein "	"KIAA0458 ARP ARG DNB1 ATN2"	473	68703	116665
REST	"RE1-silencing transcription factor "	"NRSF XBR"	5978	19712	83618
Retreg1	"Reticulophagy regulator 1 "	-			103689968
REXO4	"RNA exonuclease 4 "	hPMC2	57109	227656	311826
RFPL3	"Ret finger protein-like 3"	RNF120	10738	192658	292583
RFX1	"MHC class II regulatory factor RFX1 "	EF-C	5989	19724	288906
RFX2	"DNA-binding protein RFX2 "	FLJ14226	5990	19726	361746
RFX3	"Transcription factor RFX3 "	-	5991	19726	361746
RFX4	"Transcription factor RFX4 "	-	5992	71137	500818
RFX5	"DNA-binding protein RFX5 "	-	5993	53970	310659
RFX6	"DNA-binding protein RFX6 "	"MGC33442 dJ955L16.1"	222546	320995	294395
RFX7	"DNA-binding protein RFX7 "	FLJ12994	64864	319758	315804
RFX8	"DNA-binding protein RFX8 "	FLJ42986	731220	619289	501127
RFXANK	"DNA-binding protein RFXANK "	"BLS RFX-B ANKRA1 F14150_1 MGC138628"	8625	19727	306353
RFXAP	"Regulatory factor X-associated protein "	-	5994	170767	103691557
RGCC	"Regulator of cell cycle RGCC "	"bA157L14.2 RGC-32 RGC32"	28984	66214	117183
RGS11	"Regulator of G-protein signaling 11 "	-	8786		
RGS14	"Regulator of G-protein signaling 14 "	-	10636	51791	114705
RGS20	"Regulator of G-protein signaling 20 "	"RGSZ1 ZGAP1"	8601		
RGS6	"Regulator of G-protein signaling 6 "	-	9628		
RGS7	"Regulator of G-protein signaling 7 "	-	6000		
RGS9	"Regulator of G-protein signaling 9 "	"PERRS RGS9L MGC26458 MGC111763"	8787		
RHOA	"Transforming protein RhoA "	"Rho12 RHOH12"	387	11848	117273
Rhox13	"Homeobox protein Rhox13 "	-		73614	691244
Rhox5	"Homeobox protein Rhox5 "	-		18617	24631
RHOXF1	"Rhox homeobox family member 1 "	"OTEX PEPP1"	158800		
RHOXF2	"Rhox homeobox family member 2 "	"THG1 PEPP-2 PEPP2 CT107"	84528		
RHOXF2B	"Rhox homeobox family member 2B"	-	727940		
RIMS3	"Regulating synaptic membrane exocytosis protein 3 "	"RIM3 NIM3"	9783		
RIN3	"Ras and Rab interactor 3 "	FLJ22439	79890		
RING1	"E3 ubiquitin-protein ligase RING1 "	RNF1	6015	19763	309626
RIOK2	"Serine/threonine-protein kinase RIO2 "	FLJ11159	55781		
RIOX1	"Ribosomal oxygenase 1 "	"FLJ21802 NO66 MAPJD JMJD9"	79697	71952	314300
RIOX2	"Ribosomal oxygenase 2 "	"MINA53 FLJ14393 mdig NO52 JMJD10"	84864	67014	266670
RIPK3	"Receptor-interacting serine/threonine-protein kinase 3 "	RIP3	11035	56532	246240
Ripply1	"Protein ripply1"	-		622473	680702
RIPPLY1	"Protein ripply1"	-	92129		
RIT2	"GTP-binding protein Rit2 "	RIBA	6014	19762	291713
RITA1	"RBPJ-interacting and tubulin-associated protein 1 "	"FLJ14827 RITA"	84934	100764	288683
RLF	"Zinc finger protein Rlf "	"ZNF292L Zn-15L"	6018	109263	313566
RLIM	"E3 ubiquitin-protein ligase RLIM "	"NY-REN-43 MGC15161"	51132	19820	108348168
RNASE2	"Non-secretory ribonuclease "	"EDN RAF3"	6036		
RNASEL	"2-5A-dependent ribonuclease "	-	6041	24014	359726
RNF10	"RING finger protein 10"	"KIAA0262 RIE2"	9921	50849	288710
RNF103	"E3 ubiquitin-protein ligase RNF103 "	"hkf-1 KF1"	7844		
RNF111	"E3 ubiquitin-protein ligase Arkadia "	"ARK Arkadia FLJ38008 DKFZP761D081"	54778	93836	300813
RNF112	"RING finger protein 112 "	BFP	7732		
RNF113A	"E3 ubiquitin-protein ligase RNF113A "	"RNF113 Cwc24"	7737		
RNF113B	"RING finger protein 113B "	RNF161	140432		
RNF114	"E3 ubiquitin-protein ligase RNF114 "	PSORS12	55905		
RNF115	"E3 ubiquitin-protein ligase RNF115 "	CL469780	27246		
RNF125	"E3 ubiquitin-protein ligase RNF125 "	FLJ20456	54941		
RNF13	"E3 ubiquitin-protein ligase RNF13 "	RZF	11342		
RNF135	"E3 ubiquitin-protein ligase RNF135 "	MGC13061	84282		
RNF138	"E3 ubiquitin-protein ligase RNF138 "	"STRIN NARF"	51444		
RNF14	"E3 ubiquitin-protein ligase RNF14 "	"ARA54 HFB30 TRIAD2"	9604	56736	619577
Rnf141	"RING finger protein 141 "	-		67150	308900
RNF141	"RING finger protein 141 "	"ZFP26 ZNF230"	50862	67150	308900
RNF144A	"E3 ubiquitin-protein ligase RNF144A "	"UBCE7IP4 KIAA0161 hUIP4"	9781		
RNF166	"E3 ubiquitin-protein ligase RNF166 "	"MGC2647 MGC14381"	115992		
RNF168	"E3 ubiquitin-protein ligase RNF168 "	FLJ35794	165918	70238	690043
RNF187	"E3 ubiquitin-protein ligase RNF187 "	"RACO1 RACO-1"	149603		
RNF2	"E3 ubiquitin-protein ligase RING2 "	"BAP-1 BAP1 DING HIPI3 RING1B RING2"	6045	19821	304850
RNF20	"E3 ubiquitin-protein ligase BRE1A "	"FLJ20382 FLJ11189 KAIA2779 BRE1A hBRE1 BRE1"	56254	109331	313216
RNF24	"RING finger protein 24"	G1L	11237		
RNF25	"E3 ubiquitin-protein ligase RNF25 "	"AO7 FLJ13906"	64320	57751	301515
RNF4	"E3 ubiquitin-protein ligase RNF4 "	"RES4-26 SNURF SLX5"	6047	19822	29274
RNF6	"E3 ubiquitin-protein ligase RNF6 "	DKFZp686P0776	6049	74132	304271
RNF8	"E3 ubiquitin-protein ligase RNF8 "	KIAA0646	9025	58230	361815
RORA	"Nuclear receptor ROR-alpha "	"RZRA ROR1 ROR2 ROR3 NR1F1"	6095	19883	300807
RORB	"Nuclear receptor ROR-beta "	"RZRB NR1F2 ROR-BETA"	6096	225998	309288
RORC	"Nuclear receptor ROR-gamma "	"RZRG RORG NR1F3 TOR"	6097	19885	368158
RPA2	"Replication protein A 32 kDa subunit "	-	6118	19891	59102
RPAP2	"Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2 "	"FLJ13150 Rtr1"	79871	231571	305120
Rpf2	"Ribosome production factor 2 homolog "	-		67239	
Rpl11	"60S ribosomal protein L11"	-		67025	362631
RPRD1A	"Regulation of nuclear pre-mRNA domain-containing protein 1A "	"P15RS FLJ10656 HsT3101"	55197	225283	291736
RPRD1B	"Regulation of nuclear pre-mRNA domain-containing protein 1B "	"dJ1057B20.2 DKFZp434P0735 CREPT FLJ44520 NET60 Kub5-Hera K-H"	58490	70470	311591
RPS14	"40S ribosomal protein S14 "	"EMTB S14"	6208	20044	100911847
RPS27A	"Ubiquitin-40S ribosomal protein S27a "	"UBCEP80 Uba80 S27A"	6233		
RPS6KA1	"Ribosomal protein S6 kinase alpha-1 "	"RSK1 HU-1 p90Rsk MAPKAPK1"	6195	20111	81771
RPS6KA3	"Ribosomal protein S6 kinase alpha-3 "	"RSK2 HU-3"	6197	20111	81771
RPS6KA4	"Ribosomal protein S6 kinase alpha-4 "	"RSK-B MSK2"	8986	73086	314384
RPS6KA5	"Ribosomal protein S6 kinase alpha-5 "	"MSK1 RLPK"	9252	73086	314384
RPTOR	"Regulatory-associated protein of mTOR "	"KOG1 Mip1 KIAA1303 raptor"	57521	74370	287871
RREB1	"Ras-responsive element-binding protein 1 "	HNT	6239	68750	306873
RRM2	"Ribonucleoside-diphosphate reductase subunit M2 "	FLJ25102	6241		
RRN3	"RNA polymerase I-specific transcription initiation factor RRN3 "	"DKFZp566E104 TIF-IA"	54700	106298	304714
RRP1B	"Ribosomal RNA processing protein 1 homolog B "	"Nnp1 RRP1 PPP1R136"	23076	72462	309673
RRP8	"Ribosomal RNA-processing protein 8 "	NML	23378	101867	308911
RSF1	"Remodeling and spacing factor 1 "	"XAP8 RSF-1 p325"	51773	233532	308839
RTF1	"RNA polymerase-associated protein RTF1 homolog"	-	23168	76246	366169
RTRAF	"RNA transcription, translation and transport factor protein "	"CGI-99 RLLM1 CLE CLE7 LCRP369 hCLE1"	51637	68045	302247
RUNX1	"Runt-related transcription factor 1 "	"PEBP2A2 AMLCR1"	861	12394	50662
RUNX1T1	"Protein CBFA2T1 "	"CDR ETO MTG8 ZMYND2"	862	12395	362489
RUNX2	"Runt-related transcription factor 2 "	"AML3 PEBP2A1 PEBP2aA1"	860	12393	367218
RUNX3	"Runt-related transcription factor 3 "	"AML2 PEBP2A3"	864	12399	156726
RUVBL1	"RuvB-like 1 "	"TIP49 NMP238 RVB1 TIP49a Pontin52 ECP54 TIH1 Rvb1 INO80H"	8607	56505	65137
RUVBL2	"RuvB-like 2 "	"RVB2 TIP48 TIP49b Reptin52 ECP51 TIH2 INO80J Rvb2"	10856	20174	292907
RWDD3	"RWD domain-containing protein 3 "	"DKFZP566K023 RSUME"	25950	66568	65026
RXRA	"Retinoic acid receptor RXR-alpha "	"NR2B1 RXRalpha RXR-alpha"	6256	20181	25271
RXRB	"Retinoic acid receptor RXR-beta "	"NR2B2 H-2RIIBP RCoR-1 RXRbeta RXR-beta"	6257	20182	361801
RXRG	"Retinoic acid receptor RXR-gamma "	"NR2B3 RXRgamma RXR-gamma"	6258	20183	83574
RYBP	"RING1 and YY1-binding protein "	"YEAF1 AAP1 DEDAF"	23429	67057	690262
S100A1	"Protein S100-A1 "	S100-alpha	6271	20193	295214
S100A8	"Protein S100-A8 "	"P8 MRP8 MRP-8 60B8AG CGLA S100-A8"	6279	20201	116547
S100A9	"Protein S100-A9 "	"P14 MIF NIF LIAG MRP14 MAC387 60B8AG CGLB MRP-14 S100-A9"	6280	20202	94195
SAFB	"Scaffold attachment factor B1 "	"HET SAFB1"	6294	224902	224903
SAFB2	"Scaffold attachment factor B2 "	KIAA0138	9667	224902	224903
SALL1	"Sal-like protein 1 "	"Hsal1 ZNF794"	6299	58198	307740
SALL2	"Sal-like protein 2 "	"KIAA0360 Hsal2 ZNF795"	6297	50524	305854
SALL3	"Sal-like protein 3 "	ZNF796	27164	20689	364910
SALL4	"Sal-like protein 4 "	"dJ1112F19.1 ZNF797"	57167	99377	686412
SAMD11	"Sterile alpha motif domain-containing protein 11 "	MGC45873	148398	231004	102549710
SAMD4B	"Protein Smaug homolog 2 "	"FLJ10211 MGC99832 SMGB hSmaug2"	55095	233033	308473
SAP130	"Histone deacetylase complex subunit SAP130 "	FLJ12761	79595	269003	307527
SAP18	"Histone deacetylase complex subunit SAP18 "	"SAP18p 2HOR0202 MGC27131"	10284	20220	290284
SAP30	"Histone deacetylase complex subunit SAP30 "	-	8819	60406	680122
SAP30BP	"SAP30-binding protein "	"HCNGP HTRG HTRP"	29115	57230	360662
SAP30L	"Histone deacetylase complex subunit SAP30L "	"FLJ11526 NS4ATP2"	79685	50724	360531
SARNP	"SAP domain-containing ribonucleoprotein "	"THO1 Hcc-1 CIP29"	84324	66118	362819
SART3	"Squamous cell carcinoma antigen recognized by T-cells 3 "	"KIAA0156 RP11-13G14 TIP110 p110"	9733		
SATB1	"DNA-binding protein SATB1 "	-	6304	20230	316164
SATB2	"DNA-binding protein SATB2 "	"KIAA1034 FLJ21474"	23314	212712	501145
SAV1	"Protein salvador homolog 1 "	"WW45 WWP4 salvador"	60485	64010	299116
SCAI	"Protein SCAI "	"FLJ36664 NET40"	286205	320271	690538
SCAND1	"SCAN domain-containing protein 1"	"SDP1 RAZ1"	51282		
SCAND2P	"Putative SCAN domain-containing protein SCAND2P "	-	54581		
SCAPER	"S phase cyclin A-associated protein in the endoplasmic reticulum "	Zfp291	49855	244891	
SCMH1	"Polycomb protein SCMH1 "	Scml3	22955	29871	362581
SCML1	"Sex comb on midleg-like protein 1"	-	6322		
SCML2	"Sex comb on midleg-like protein 2"	-	10389	107815	367793
SCML4	"Sex comb on midleg-like protein 4"	dJ47M23.1	256380	268297	309859
SCRT1	"Transcriptional repressor scratch 1 "	"DKFZp547F072 ZNF898"	83482	545474	366229
SCRT2	"Transcriptional repressor scratch 2 "	ZNF898B	85508	545474	366229
SCX	"Basic helix-loop-helix transcription factor scleraxis "	"bHLHa48 bHLHa41"	642658	20289	680712
SDR16C5	"Epidermal retinol dehydrogenase 2 "	"RDHE2 RDH-E2 EPHD-2"	195814	242285	297805
SEBOX	"Homeobox protein SEBOX "	"OG9 OG9X"	645832	18292	58922
SEMA4A	"Semaphorin-4A "	"SemB FLJ12287 CORD10"	64218		
SENP1	"Sentrin-specific protease 1 "	-	29843	223870	300193
SENP2	"Sentrin-specific protease 2 "	"SMT3IP2 KIAA1331 DKFZp762A2316 AXAM2"	59343	75826	78973
SERPIND1	"Heparin cofactor 2 "	"HC-II HLS2 HC2 D22S673"	3053		
SERTAD1	"SERTA domain-containing protein 1 "	"SEI1 TRIP-Br1"	29950	55942	361526
SERTAD2	"SERTA domain-containing protein 2 "	"TRIP-Br2 KIAA0127 Sei-2"	9792	58172	498423
