gene,avg cluster stat sig,most stat sig cluster,least stat sig cluster,avg # species per cluster
MEOX2,0.38975000000000004,0.3099,0.4735,61.0
RBSN,0.38956666666666667,0.2966,0.4787,80.0
LIN28B,0.372,0.3503,0.3937,129.0
XBP1,0.33775999999999995,0.1256,0.412,129.2
ZBTB47,0.32184999999999997,0.25,0.3937,107.0
KMT2D,0.48905,0.4795,0.4986,126.0
FGFR1,0.40290000000000004,0.2235,0.4802,134.25
ARX,0.3316,0.2636,0.392,36.0
PROX2,0.3335,0.3143,0.3527,123.0
CHCHD2,0.39215,0.3265,0.4578,113.0
RNF8,0.38180000000000003,0.3213,0.4423,143.0
RNF141,0.43845,0.3796,0.4973,109.0
HMOX1,0.31679999999999997,0.2111,0.4225,131.0
ZNF749,0.4994,0.4988,0.5,99.0
MAGEA1,0.4258,0.3961,0.4555,191.5
SAP30BP,0.4441333333333333,0.3918,0.4851,88.66666666666667
TSTD1,0.35635,0.3112,0.4015,155.5
TRIM33,0.4689,0.4435,0.4943,126.5
EID3,0.36805,0.2118,0.4833,64.5
CERS4,0.49445,0.4889,0.5,122.0
DPPA2,0.34723333333333334,0.2276,0.4918,76.66666666666667
ZNF33B,0.4972,0.4944,0.5,110.5
FOXJ3,0.4837,0.4674,0.5,120.5
NOTCH3,0.44575,0.3955,0.496,104.5
ZSCAN18,0.1504,0.0079,0.3503,37.0
ZNF30,0.49360000000000004,0.4872,0.5,98.0
SMARCA2,0.46445000000000003,0.433,0.4959,125.5
STK36,0.45635000000000003,0.4182,0.4945,114.0
TRIT1,0.42195,0.3926,0.4756,110.0
SMURF1,0.4120800000000001,0.3018,0.4921,70.6
ETV4,0.45505,0.4128,0.4973,132.0
PCGF1,0.377625,0.2903,0.4287,68.75
GTF2H2,0.44595,0.396,0.4959,115.5
NLRP3,0.46009999999999995,0.4316,0.4886,109.5
IRX3,0.4645,0.4317,0.4973,104.0
EYA1,0.41616666666666663,0.3503,0.4731,104.66666666666667
SSBP4,0.3852333333333333,0.3299,0.4184,90.33333333333333
YBX2,0.4767,0.4589,0.4945,119.0
MDM2,0.40935,0.3989,0.4198,186.0
HOXC9,0.3884666666666667,0.3647,0.4334,82.0
ZNF211,0.48519999999999996,0.4704,0.5,196.0
HOXB7,0.40763333333333335,0.2786,0.4833,82.0
NCL,0.39180000000000004,0.3654,0.4182,155.5
PLXNB1,0.4499666666666667,0.4251,0.4731,90.33333333333333
NFE2,0.3728,0.2755,0.4701,121.5
XRN2,0.41054999999999997,0.3453,0.4758,122.5
PBXIP1,0.32593999999999995,0.1855,0.4344,100.8
MAP2K3,0.34055,0.2874,0.3937,133.5
POU3F1,0.4376,0.3889,0.4863,92.0
TAF1B,0.395,0.3487,0.4735,88.0
MXD3,0.4368666666666667,0.3638,0.4867,153.66666666666666
ZNF827,0.40680000000000005,0.3833,0.4304,75.5
ZNF714,0.3067,0.0258,0.4093,116.0
NELFE,0.41083333333333333,0.2976,0.4918,109.33333333333333
FOXD4,0.36195,0.2969,0.427,108.5
ZNF839,0.4062,0.3915,0.4209,126.0
SIN3B,0.4924,0.4903,0.4945,185.5
SIRT3,0.4177,0.3814,0.454,122.5
EGR1,0.3695,0.2755,0.4717,88.66666666666667
MLLT3,0.4851,0.4756,0.4946,116.5
PPP2R3B,0.3288,0.0459,0.4946,39.25
CC2D1A,0.350375,0.1584,0.4427,65.25
WIZ,0.2707,0.1339,0.4075,117.5
JRK,0.34885000000000005,0.1689,0.4972,84.75
ZNF440,0.39080000000000004,0.3645,0.4171,162.5
HIVEP3,0.329825,0.131,0.4521,60.25
SKOR1,0.48285,0.471,0.4947,163.5
TLX3,0.37717500000000004,0.2816,0.4587,62.5
CECR2,0.42765,0.4209,0.4344,118.5
TCF25,0.461375,0.4303,0.4945,70.75
ARHGAP5,0.43715000000000004,0.377,0.4973,111.5
DNAJA3,0.45235000000000003,0.4102,0.4945,117.5
NR2F6,0.3258,0.1093,0.4149,45.0
PKM,0.4723,0.4612,0.4834,190.0
GSK3B,0.4106,0.3428,0.4731,117.5
HDAC5,0.3454,0.2744,0.4164,127.0
CEBPA,0.46165,0.4453,0.478,113.0
HOXA10,0.38680000000000003,0.1482,0.4928,151.0
VEGFA,0.45226666666666665,0.3626,0.4971,163.0
SFR1,0.335725,0.2676,0.462,83.25
MAPK1,0.4557,0.4463,0.4651,125.0
VGLL3,0.4776,0.4651,0.4946,134.33333333333334
COMMD8,0.44145,0.3937,0.4892,117.0
UTF1,0.33740000000000003,0.1216,0.4946,40.6
SALL1,0.4767,0.4589,0.4945,123.5
ZNF106,0.359725,0.1363,0.5,69.75
MECP2,0.4225,0.3952,0.4498,126.0
INO80D,0.37544999999999995,0.3273,0.4236,118.0
USP15,0.45425,0.4234,0.4851,120.5
TFAP2C,0.39454999999999996,0.3077,0.4814,108.5
PRAMEF19,0.2535,0.0117,0.4953,72.0
SMARCE1,0.40295000000000003,0.3439,0.462,178.0
HIPK2,0.49729999999999996,0.4946,0.5,125.5
AKT2,0.4718,0.449,0.4946,186.0
ZNF37A,0.34447500000000003,0.0565,0.4907,60.5
LRIF1,0.21503333333333333,0.008,0.3915,79.0
ZNF613,0.47585,0.4517,0.5,147.5
ZNF559,0.47223333333333334,0.4316,0.5,82.66666666666667
NFIA,0.4644,0.4453,0.4835,165.5
ANKRD1,0.44115000000000004,0.368,0.4812,72.0
ZNF547,0.445975,0.4207,0.5,157.75
MBD3L5,0.31983333333333336,0.0905,0.4727,69.0
CUL5,0.43455,0.384,0.4851,117.0
LRRFIP1,0.383525,0.2456,0.5,117.5
NELFCD,0.4334,0.3937,0.4731,148.0
NR5A2,0.49724999999999997,0.4945,0.5,131.5
GMNN,0.42900000000000005,0.3859,0.4721,115.0
SUPT20H,0.35346666666666665,0.2266,0.4236,84.0
CRTC1,0.349525,0.1968,0.4605,69.75
ZZZ3,0.5,0.5,0.5,113.5
TP53INP1,0.394225,0.2744,0.4431,67.5
DPRX,0.37285,0.3346,0.4111,54.5
PAX6,0.4580333333333333,0.4344,0.4726,173.66666666666666
TRIM11,0.44755,0.4228,0.4723,179.5
ZNF582,0.45787500000000003,0.413,0.4849,120.75
ZNF846,0.441975,0.2801,0.5,65.75
ZNF775,0.32962,0.2357,0.4635,44.0
TLE3,0.44645,0.4198,0.4731,133.0
ZBTB9,0.44465,0.4124,0.4769,121.0
AEBP2,0.4542333333333333,0.3654,0.5,148.33333333333334
RBM22,0.39675,0.3071,0.4864,117.0
MYF6,0.30622499999999997,0.1189,0.4865,66.25
CCDC62,0.3692,0.3167,0.4217,142.0
SFRP4,0.4349,0.3155,0.4973,66.75
ZMYM5,0.43486,0.3635,0.4727,104.6
EWSR1,0.25665,0.0133,0.5,107.5
PML,0.392725,0.2994,0.4344,163.75
ZNF334,0.49360000000000004,0.4872,0.5,189.0
SMYD1,0.46785,0.4357,0.5,111.0
GLIS1,0.3789,0.1607,0.4892,82.4
HELZ2,0.3209666666666667,0.2341,0.4842,60.666666666666664
ZNF354B,0.4134,0.3735,0.4533,129.5
MED16,0.46985,0.4671,0.4726,169.0
PRDM9,0.46915,0.4456,0.4927,75.5
ZNF233,0.4944,0.4832,0.5,73.33333333333333
ZNF75A,0.4589,0.433,0.4698,93.25
MBNL1,0.45335000000000003,0.4067,0.5,120.5
LTF,0.39926666666666666,0.3304,0.4401,117.33333333333333
TWIST1,0.46126666666666666,0.4288,0.4775,76.0
BCL3,0.354225,0.1542,0.4905,58.5
ZNF485,0.4939,0.4878,0.5,54.0
ZNF526,0.38289999999999996,0.3112,0.433,62.25
MBD6,0.4566,0.4146,0.4986,106.5
ITCH,0.479,0.4377,0.4973,146.5
HCFC2,0.22982499999999997,0.0133,0.4048,66.0
ZNF12,0.36110000000000003,0.0257,0.4701,117.6
UBE2N,0.44533333333333336,0.3988,0.4972,143.33333333333334
SP3,0.44108,0.3915,0.4726,101.4
NKX2-1,0.4718,0.4236,0.4973,80.33333333333333
PLRG1,0.4986,0.4986,0.4986,113.5
HMG20A,0.3950666666666667,0.2588,0.4741,85.33333333333333
NANOG,0.354225,0.2147,0.4474,60.75
H1-8,0.30454,0.1319,0.4773,47.2
ZNF672,0.30696,0.1036,0.449,45.0
FOXH1,0.36512500000000003,0.1788,0.4973,65.5
ZBTB38,0.27049999999999996,0.1295,0.4115,110.0
BCL11A,0.47030000000000005,0.4182,0.4959,106.0
ABT1,0.2831,0.0844,0.477,63.25
ZBTB26,0.28294,0.0141,0.4741,54.2
RECQL5,0.36456,0.1305,0.4661,58.2
ZNF180,0.4383,0.4111,0.4655,119.5
AHRR,0.43253333333333327,0.3757,0.4748,147.0
MAFK,0.34172499999999995,0.231,0.4075,69.5
HOMEZ,0.4218,0.3915,0.4521,178.5
ZKSCAN1,0.2554,0.0162,0.4946,105.0
DZIP1L,0.48005,0.4734,0.4867,126.0
ZC3H3,0.3492,0.1901,0.4726,82.66666666666667
ZNF462,0.423025,0.3774,0.495,60.5
TCF19,0.29735,0.1845,0.4102,115.0
DNAJC1,0.4665333333333333,0.4458,0.481,86.66666666666667
TFCP2,0.4599,0.4198,0.5,123.5
TRIM52,0.36833333333333335,0.233,0.4624,50.333333333333336
WNT3A,0.47150000000000003,0.4444,0.4986,105.0
FOS,0.4046,0.3174,0.4918,115.5
E2F3,0.49865000000000004,0.4973,0.5,205.0
MAPK11,0.49660000000000004,0.4932,0.5,118.5
ZFR,0.47657499999999997,0.4251,0.4987,72.5
ZNF736,0.3937,0.2793,0.4863,117.33333333333333
NEUROD4,0.34379999999999994,0.1702,0.4644,89.66666666666667
PYGO2,0.3661,0.3124,0.4198,144.0
ZNF695,0.331775,0.0305,0.5,92.5
ZNF728,0.34045000000000003,0.0459,0.5,84.25
EGLN1,0.2743,0.1432,0.4054,91.5
BIRC2,0.3322,0.1397,0.4337,94.0
SOX6,0.4281,0.3616,0.4946,120.0
FGF1,0.44205,0.4115,0.4726,120.0
BTF3,0.48690000000000005,0.4661,0.4973,144.66666666666666
CDK2,0.47450000000000003,0.4344,0.4946,115.6
ZNF565,0.48138000000000003,0.4793,0.4897,104.0
KPNA6,0.45715,0.4221,0.4922,122.0
ZNF792,0.4622,0.458,0.4664,193.0
KLF5,0.4599399999999999,0.3915,0.4959,98.6
APTX,0.4062,0.3398,0.4726,164.5
BATF,0.396,0.2947,0.4973,111.0
PRKAA2,0.489,0.478,0.5,129.0
MITF,0.33656,0.1378,0.4837,98.0
MEF2B,0.3719,0.3345,0.4093,150.5
FOXL2,0.26475,0.1358,0.3937,96.0
ACTN4,0.39253333333333335,0.2901,0.4677,97.66666666666667
ZNF124,0.48924,0.4731,0.5,149.2
ELF4,0.3381,0.3077,0.3653,105.0
RORA,0.43106,0.3047,0.4959,150.2
MEAF6,0.48355000000000004,0.4726,0.4945,159.0
MYCBP2,0.4479,0.4146,0.4812,126.5
YY1,0.43834999999999996,0.361,0.4959,53.75
NKX6-3,0.29272499999999996,0.1239,0.4986,62.0
ANP32E,0.45730000000000004,0.4146,0.5,125.0
GNL3,0.35378,0.1885,0.4839,60.0
LZTS1,0.46353333333333335,0.4164,0.4959,94.0
KDM4D,0.3111,0.1542,0.4514,35.2
KCNH8,0.48855000000000004,0.4771,0.5,119.0
STK3,0.4495,0.3822,0.4796,103.75
